"03/08/2019","11:55","000D8R","OS","ADARO ENERGY        ",  ,"050","ADRO    ",00000004000000.0000,00005550000000.0000,00005560000000.0000,00000010000000.0000,                   ,"        ","IDR","ADRO        ","   "
"03/08/2019","11:55","000D8R","OS","ANEKA TAMBANG       ",  ,"050","ANTM    ",00000018300000.0000,00019414000000.0000,00018117000000.0000,-0001297000000.0000,                   ,"        ","IDR","ANTM        ","   "
"03/08/2019","11:55","000D8R","OS","PAN PACIFIC INT'L   ",  ,"050","APIC    ",00000047501300.0000,00019230009655.5900,00025650702000.0000,00006420692344.4100,                   ,"        ","IDR","APIC        ","   "
"03/08/2019","11:55","000D8R","OS","ASURNSI KRESNA MITRA",  ,"050","ASMI    ",00000005226300.0000,00001126469956.5400,00003397095000.0000,00002270625043.4600,                   ,"        ","IDR","ASMI        ","   "
"03/08/2019","11:55","000D8R","OS","ADI SARANA ARMADA   ",  ,"050","ASSA    ",00000035489600.0000,00021750457980.0700,00031940640000.0000,00010190182019.9300,                   ,"        ","IDR","ASSA        ","   "
"03/08/2019","11:55","000D8R","OS","BNI                 ",  ,"050","BBNI    ",00000007320600.0000,00058848908605.9600,00063506205000.0000,00004657296394.0400,                   ,"        ","IDR","BBNI        ","   "
"03/08/2019","11:55","000D8R","OS","BANK RAKYAT IND     ",  ,"050","BBRI    ",00000026350000.0000,00086538038694.7500,00101447500000.0000,00014909461305.2500,                   ,"        ","IDR","BBRI        ","   "
"03/08/2019","11:55","000D8R","OS","BANK TABUNGAN NEGARA",  ,"050","BBTN    ",00000017245000.0000,00044520019293.2900,00039146150000.0000,-0005373869293.2900,                   ,"        ","IDR","BBTN        ","   "
"03/08/2019","11:55","000D8R","OS","BLUE BIRD           ",  ,"050","BIRD    ",00000009437600.0000,00026705568579.0400,00028312800000.0000,00001607231420.9600,                   ,"        ","IDR","BIRD        ","   "
"03/08/2019","11:55","000D8R","OS","BANK MANDIRI        ",  ,"050","BMRI    ",00000002105600.0000,00015507305366.7500,00014528640000.0000,-0000978665366.7500,                   ,"        ","IDR","BMRI        ","   "
"03/08/2019","11:55","000D8R","OS","BANK CIMB NIAGA     ",  ,"050","BNGA    ",00000010778600.0000,00011801211518.5100,00012826534000.0000,00001025322481.4900,                   ,"        ","IDR","BNGA        ","   "
"03/08/2019","11:55","000D8R","OS","BANK PERMATA        ",  ,"050","BNLI    ",00000035457200.0000,00035688866018.1400,00037761918000.0000,00002073051981.8600,                   ,"        ","IDR","BNLI        ","   "
"03/08/2019","11:55","000D8R","OS","BANK BRISYARIAH     ",  ,"050","BRIS    ",00000173154100.0000,00099212422878.7700,00093503214000.0000,-0005709208878.7700,                   ,"        ","IDR","BRIS        ","   "
"03/08/2019","11:55","000D8R","OS","BUMI SERPONG DAMAI  ",  ,"050","BSDE    ",00000022795200.0000,00030681433139.4600,00030089664000.0000,-0000591769139.4600,                   ,"        ","IDR","BSDE        ","   "
"03/08/2019","11:55","000D8R","OS","BINTRACO DHARMA     ",  ,"050","CARS    ",00000023863400.0000,00053270686024.8200,00063953912000.0000,00010683225975.1800,                   ,"        ","IDR","CARS        ","   "
"03/08/2019","11:55","000D8R","OS","CIPUTRA DEVELOPMENT ",  ,"050","CTRA    ",00000017500000.0000,00016845000000.0000,00015312500000.0000,-0001532500000.0000,                   ,"        ","IDR","CTRA        ","   "
"03/08/2019","11:55","000D8R","OS","DISTRIBUSI VOUCHER N",  ,"050","DIVA    ",00000009324400.0000,00029173487887.8100,00028812396000.0000,-0000361091887.8100,                   ,"        ","IDR","DIVA        ","   "
"03/08/2019","11:55","000D8R","OS","PURADELTA LESTARI   ",  ,"050","DMAS    ",00000121677400.0000,00021231096526.3600,00028472511600.0000,00007241415073.6400,                   ,"        ","IDR","DMAS        ","   "
"03/08/2019","11:55","000D8R","OS","BAKRIELAND DEV      ",  ,"050","ELTY    ",00000060000000.0000,00003545346666.6700,00003000000000.0000,-0000545346666.6700,                   ,"        ","IDR","ELTY        ","   "
"03/08/2019","11:55","000D8R","OS","ERAJAYA SWASEMBADA  ",  ,"050","ERAA    ",00000022296000.0000,00048325469803.9900,00044257560000.0000,-0004067909803.9900,                   ,"        ","IDR","ERAA        ","   "
"03/08/2019","11:55","000D8R","OS","SURYA ESA PERKASA   ",  ,"050","ESSA    ",00000012436500.0000,00004255134625.8100,00004576632000.0000,00000321497374.1900,                   ,"        ","IDR","ESSA        ","   "
"03/08/2019","11:55","000D8R","OS","XL AXIATA           ",  ,"050","EXCL    ",00000001200000.0000,00002831316593.1800,00002820000000.0000,-0000011316593.1800,                   ,"        ","IDR","EXCL        ","   "
"03/08/2019","11:55","000D8R","OS","SMARTFREN TELECOM   ",  ,"050","FREN    ",00000059880400.0000,00014254196956.1200,00017245555200.0000,00002991358243.8800,                   ,"        ","IDR","FREN        ","   "
"03/08/2019","11:55","000D8R","OS","GARUDA INDONESIA    ",  ,"050","GIAA    ",00000047140200.0000,00020281709331.2000,00028991223000.0000,00008709513668.8000,                   ,"        ","IDR","GIAA        ","   "
"03/08/2019","11:55","000D8R","OS","HK METALS UTAMA     ",  ,"050","HKMU    ",00000160227900.0000,00046026986039.6600,00058002499800.0000,00011975513760.3400,                   ,"        ","IDR","HKMU        ","   "
"03/08/2019","11:55","000D8R","OS","BUYUNG POETRA SEMBAD",  ,"050","HOKI    ",00000031021200.0000,00021366500340.1100,00018767826000.0000,-0002598674340.1100,                   ,"        ","IDR","HOKI        ","   "
"03/08/2019","11:55","000D8R","OS","INDOMOBIL MULTI JASA",  ,"050","IMJS    ",00000009864680.0000,00005920301679.0000,00007151893000.0000,00001231591321.0000,                   ,"        ","IDR","IMJS        ","   "
"03/08/2019","11:55","000D8R","OS","VALE INDONESIA      ",  ,"050","INCO    ",00000002380000.0000,00009299924000.0000,00008687000000.0000,-0000612924000.0000,                   ,"        ","IDR","INCO        ","   "
"03/08/2019","11:55","000D8R","OS","INDAH KIAT          ",  ,"050","INKP    ",00000000178600.0000,00002481720645.7200,00001902090000.0000,-0000579630645.7200,                   ,"        ","IDR","INKP        ","   "
"03/08/2019","11:55","000D8R","OS","INTRACO PENTA       ",  ,"050","INTA    ",00000036914200.0000,00016747803424.9300,00017644987600.0000,00000897184175.0700,                   ,"        ","IDR","INTA        ","   "
"03/08/2019","11:55","000D8R","OS","IND KNDARAAN TRMINAL",  ,"050","IPCC    ",00000028214700.0000,00046127575040.1000,00040064874000.0000,-0006062701040.1000,                   ,"        ","IDR","IPCC        ","   "
"03/08/2019","11:55","000D8R","OS","INDOSAT             ",  ,"050","ISAT    ",00000010786600.0000,00034615453578.5500,00030526078000.0000,-0004089375578.5500,                   ,"        ","IDR","ISAT        ","   "
"03/08/2019","11:55","000D8R","OS","JAPFA               ",  ,"050","JPFA    ",00000001675900.0000,00003941173063.5500,00003636703000.0000,-0000304470063.5500,                   ,"        ","IDR","JPFA        ","   "
"03/08/2019","11:55","000D8R","OS","KINO INDONESIA      ",  ,"050","KINO    ",00000004438100.0000,00012248102429.0000,00011760965000.0000,-0000487137429.0000,                   ,"        ","IDR","KINO        ","   "
"03/08/2019","11:55","000D8R","OS","KRESNA GRAHA INVEST.",  ,"050","KREN    ",00000125393500.0000,00082424332957.8800,00079624872500.0000,-0002799460457.8800,                   ,"        ","IDR","KREN        ","   "
"03/08/2019","11:55","000D8R","OS","LONDON SUMATERA     ",  ,"050","LSIP    ",00000021486000.0000,00031179181495.9700,00026535210000.0000,-0004643971495.9700,                   ,"        ","IDR","LSIP        ","   "
"03/08/2019","11:55","000D8R","OS","MITRA ADIPERKASA    ",  ,"050","MAPI    ",00000011177500.0000,00011766963669.0000,00011624600000.0000,-0000142363669.0000,                   ,"        ","IDR","MAPI        ","   "
"03/08/2019","11:55","000D8R","OS","MAHAKA RADIO INTEGRA",  ,"050","MARI    ",00000107685700.0000,00013346456695.3100,00027567539200.0000,00014221082504.6900,                   ,"        ","IDR","MARI        ","   "
"03/08/2019","11:55","000D8R","OS","MULTISTRADA ARAH S. ",  ,"050","MASA    ",00000046731300.0000,00030086832951.3100,00036917727000.0000,00006830894048.6900,                   ,"        ","IDR","MASA        ","   "
"03/08/2019","11:55","000D8R","OS","M CASH INTEGRASI    ",  ,"050","MCAS    ",00000037359700.0000,00116994358831.1400,00144582039000.0000,00027587680168.8600,                   ,"        ","IDR","MCAS        ","   "
"03/08/2019","11:55","000D8R","OS","INTERMEDIA CAPITAL  ",  ,"050","MDIA    ",00000029035900.0000,00008444417206.6200,00003774667000.0000,-0004669750206.6200,                   ,"        ","IDR","MDIA        ","   "
"03/08/2019","11:55","000D8R","OS","MEDCO ENERGY        ",  ,"050","MEDC    ",00000046157400.0000,00039801800683.5600,00039695364000.0000,-0000106436683.5600,                   ,"        ","IDR","MEDC        ","   "
"03/08/2019","11:55","000D8R","OS","MITRA KLUARGA SEHAT ",  ,"050","MIKA    ",00000005209800.0000,00008753126352.0300,00009898620000.0000,00001145493647.9700,                   ,"        ","IDR","MIKA        ","   "
"03/08/2019","11:55","000D8R","OS","MEDIA NUSANTARA C.  ",  ,"050","MNCN    ",00000010036000.0000,00009190222714.2900,00008480420000.0000,-0000709802714.2900,                   ,"        ","IDR","MNCN        ","   "
"03/08/2019","11:55","000D8R","OS","AYANA LAND          ",  ,"050","NASA    ",00000046400000.0000,00018003200000.0000,00030160000000.0000,00012156800000.0000,                   ,"        ","IDR","NASA        ","   "
"03/08/2019","11:55","000D8R","OS","NFC INDONESIA       ",  ,"050","NFCX    ",00000013885600.0000,00033527206520.6600,00035269424000.0000,00001742217479.3400,                   ,"        ","IDR","NFCX        ","   "
"03/08/2019","11:55","000D8R","OS","PER.GAS NEGARA      ",  ,"050","PGAS    ",00000000700000.0000,00001761500000.0000,00001701000000.0000,-0000060500000.0000,                   ,"        ","IDR","PGAS        ","   "
"03/08/2019","11:55","000D8R","OS","PANIN FINANCIAL     ",  ,"050","PNLF    ",00000032726600.0000,00012484963446.3100,00013221546400.0000,00000736582953.6900,                   ,"        ","IDR","PNLF        ","   "
"03/08/2019","11:55","000D8R","OS","ROYAL PRIMA         ",  ,"050","PRIM    ",00000024000000.0000,00012000000000.0000,00011472000000.0000,-0000528000000.0000,                   ,"        ","IDR","PRIM        ","   "
"03/08/2019","11:55","000D8R","OS","J RESOURCES ASIA PSF",  ,"050","PSAB    ",00000055501100.0000,00013620383732.8600,00010933716700.0000,-0002686667032.8600,                   ,"        ","IDR","PSAB        ","   "
"03/08/2019","11:55","000D8R","OS","PP (PERSERO)        ",  ,"050","PTPP    ",00000001500000.0000,00003105000000.0000,00002962500000.0000,-0000142500000.0000,                   ,"        ","IDR","PTPP        ","   "
"03/08/2019","11:55","000D8R","OS","RUKUN RAHARJA       ",  ,"050","RAJA    ",00000006582100.0000,00002533124876.3100,00002158928800.0000,-0000374196076.3100,                   ,"        ","IDR","RAJA        ","   "
"03/08/2019","11:55","000D8R","OS","RAMAYANA LESTARI S  ",  ,"050","RALS    ",00000017566000.0000,00030332463415.5000,00030389180000.0000,00000056716584.5000,                   ,"        ","IDR","RALS        ","   "
"03/08/2019","11:55","000D8R","OS","SURYA CITRA MEDIA   ",  ,"050","SCMA    ",00000002123400.0000,00003883822000.0000,00003853971000.0000,-0000029851000.0000,                   ,"        ","IDR","SCMA        ","   "
"03/08/2019","11:55","000D8R","OS","SUMMARECON AGUNG    ",  ,"050","SMRA    ",00000024457300.0000,00020197754711.5800,00021522424000.0000,00001324669288.4200,                   ,"        ","IDR","SMRA        ","   "
"03/08/2019","11:55","000D8R","OS","SHIELD ON SERVICE   ",  ,"050","SOSS    ",00000019814100.0000,00006147589000.0000,00008718204000.0000,00002570615000.0000,                   ,"        ","IDR","SOSS        ","   "
"03/08/2019","11:55","000D8R","OS","SURYA PERTIWI       ",  ,"050","SPTO    ",00000005165000.0000,00005339963815.0000,00004984225000.0000,-0000355738815.0000,                   ,"        ","IDR","SPTO        ","   "
"03/08/2019","11:55","000D8R","OS","SITARA PROPERTINDO  ",  ,"050","TARA    ",00000031796400.0000,00019912465456.6500,00025437120000.0000,00005524654543.3500,                   ,"        ","IDR","TARA        ","   "
"03/08/2019","11:55","000D8R","OS","TRIDOMAIN PRFORMANCE",  ,"050","TDPM    ",00000116982800.0000,00034839152597.7100,00034860874400.0000,00000021721802.2900,                   ,"        ","IDR","TDPM        ","   "
"03/08/2019","11:55","000D8R","OS","TIPHONE MOBILE IND. ",  ,"050","TELE    ",00000024139400.0000,00022340449826.5900,00019311520000.0000,-0003028929826.5900,                   ,"        ","IDR","TELE        ","   "
"03/08/2019","11:55","000D8R","OS","TERREGRA ASIA ENERGY",  ,"050","TGRA    ",00000040000000.0000,00020000000000.0000,00033600000000.0000,00013600000000.0000,                   ,"        ","IDR","TGRA        ","   "
"03/08/2019","11:55","000D8R","OS","TJIWI KIMIA         ",  ,"050","TKIM    ",00000005047100.0000,00058502397392.6900,00055644277500.0000,-0002858119892.6900,                   ,"        ","IDR","TKIM        ","   "
"03/08/2019","11:55","000D8R","OS","TELKOM              ",  ,"050","TLKM    ",00000012700000.0000,00047710261441.6300,00047498000000.0000,-0000212261441.6300,                   ,"        ","IDR","TLKM        ","   "
